Time,NormalisedFlux
0.0,1.0678641647510532
1.0,1.0439342397391458
2.0,1.0033601256385634
3.0,1.0424373100589734
4.0,1.0034485705440748
5.0,0.9834486588637065
6.0,0.9903006981709234
7.0,1.0010567796478205
8.0,1.0207643875108128
9.0,0.9927912872773574
10.0,0.9832649336121824
11.0,0.9946608632847063
12.0,0.9832019980650027
13.0,0.9786569751831897
14.0,0.9433507974995798
15.0,0.9383596370865779
16.0,0.9226341360794067
17.0,0.9153333011393778
18.0,0.9466707982627071
19.0,0.9760146859687973
20.0,0.9448890707801206
21.0,0.953700724522286
22.0,0.9253529071251245
23.0,0.929666884249914
24.0,0.8933690542820814
25.0,0.8955438760080418
26.0,0.9006633715654326
27.0,0.92140945357027
28.0,0.942398615839035
29.0,0.9842597648906223
30.0,1.0210681357212532
31.0,1.0329593019405587
32.0,1.0624937137417325
33.0,1.0780386670150148
34.0,1.0937776076386205
35.0,1.0823066474798315
36.0,1.0931970644029154
37.0,1.091542854302839
38.0,1.0492099289476147
39.0,1.048854919654404
40.0,1.0556660741540151
41.0,1.0378108862038546
42.0,1.0539469316628114
43.0,1.0059616361761554
44.0,1.0413154928546542
45.0,1.0375374548818221
46.0,1.0015469700000659
47.0,1.0217990066320808
48.0,0.9944754490390599
49.0,0.9976143889691231
50.0,1.0297471771492805
51.0,1.0312477389134704
52.0,0.9942181572511906
53.0,1.0086593122766814
54.0,1.0007256266978892
55.0,0.983627691702941
56.0,0.9749840690933285
57.0,0.9967072345295646
58.0,0.9475792975290055
59.0,0.987182120784122
60.0,0.9603843821386533
61.0,0.9273522942271986
62.0,0.9755214954040662
63.0,0.962399398086186
64.0,0.961262922653269
65.0,0.9552091832362595
66.0,0.9429162919726239
67.0,0.9507448344725917
68.0,0.9505884070818644
69.0,0.9100227139270585
70.0,0.9003374975652109
71.0,0.9324173490558333
72.0,0.9215153683113542
73.0,0.9562364168390374
74.0,0.9731203797853917
75.0,1.026998489424649
76.0,1.0367831053061987
77.0,1.060401089022857
78.0,1.0962853636504741
79.0,1.0719475582669111
80.0,1.0958233754042404
81.0,1.1105348602497778
82.0,1.104199890474451
83.0,1.059688099067627
84.0,1.0397733430567357
85.0,1.0175524744296698
86.0,1.0587540485755713
87.0,1.055027370089284
88.0,1.0589225654904404
89.0,1.0705623726022127
90.0,1.0500901053348932
91.0,1.0357522622676534
92.0,1.0198287541170596
93.0,1.0180970885123581
94.0,0.990810777568502
95.0,1.0118164747123763
96.0,1.0131707168704494
97.0,0.9706256394937242
98.0,0.9700084518495248
99.0,0.9940971807964571
100.0,1.0002722958773942
101.0,1.0128655610203476
102.0,0.9738777180061825
103.0,0.956311200735668
104.0,0.9834208510874873
105.0,0.9636221844664858
106.0,0.9580411172079416
107.0,0.9280992307990831
108.0,0.9225836205947041
109.0,0.9514292271121008
110.0,0.9580191943191565
111.0,0.985681730661655
112.0,0.9535203704920813
113.0,0.8952692000187596
114.0,0.9100194940847374
115.0,0.8864656003091546
116.0,0.9070510061767981
117.0,0.9031397071183693
118.0,0.9379523137629754
119.0,0.930484981508169
120.0,0.9733172546580191
