Time,NormalisedFlux
0.0,0.993738446730852
1.0,1.063764366422672
2.0,1.1714258957247894
3.0,1.1743248945101188
4.0,1.219894848559093
5.0,1.240356090435073
6.0,1.191802748266129
7.0,1.1801189328999384
8.0,1.081231866415347
9.0,1.1451007213449351
10.0,1.0394286954524865
11.0,1.0348302328303853
12.0,0.9236816871142102
13.0,0.8991157143951993
14.0,0.8247226761807974
15.0,0.8676391740676647
16.0,0.8317047689324688
17.0,0.8042025276732677
18.0,0.8634266699625822
19.0,0.8849512552160751
20.0,0.8613555717143127
21.0,0.9651738491222638
22.0,1.075807813932582
23.0,1.1322738639015508
24.0,1.139063564146468
25.0,1.125429243196674
26.0,1.174560567251333
27.0,1.14609768728056
28.0,1.2134933536174668
29.0,1.2082339618379851
30.0,1.0712202056270876
31.0,1.0808621565348284
32.0,1.0236260043679235
33.0,1.0079012728886807
34.0,0.8550508138556134
35.0,0.8255048621532278
36.0,0.8051997829988033
37.0,0.8303189653779426
38.0,0.8096982747224765
39.0,0.8409142174037729
40.0,0.8458632836973935
41.0,0.8409812082246707
42.0,0.9407131916042227
43.0,1.0124203599274828
44.0,1.1278785465411718
45.0,1.1113975341483817
46.0,1.220278507264655
47.0,1.1506061139535029
48.0,1.1704760402827377
49.0,1.1672533592313081
50.0,1.145010713029471
51.0,1.0970230704389667
52.0,1.103240602918323
53.0,1.0390069127138435
54.0,0.9959370619791141
55.0,0.880822921857508
56.0,0.8643125993470337
57.0,0.849195355167093
58.0,0.8420805226937464
59.0,0.8053678056374844
60.0,0.8334390590635845
61.0,0.8102867769243066
62.0,0.8911377160757789
63.0,0.9308117896412387
64.0,0.9173167230827738
65.0,1.0848310368117244
66.0,1.110900312500646
67.0,1.157894206985688
68.0,1.1713630432221411
69.0,1.1540939460754098
70.0,1.2151858113239173
71.0,1.181545314657868
72.0,1.0935825146417868
73.0,1.1683374234985096
74.0,1.0196288726937746
75.0,0.9973010725861061
76.0,0.9217653507029745
77.0,0.9274730548958483
78.0,0.8620800072205668
79.0,0.8148572240492716
80.0,0.8132767618517249
81.0,0.847316451256702
82.0,0.8651682741931384
83.0,0.9084448424136099
84.0,0.8493221895848853
85.0,0.9773683906036615
86.0,1.0070009058088196
87.0,1.0909343053854688
88.0,1.1047288562905992
89.0,1.164174167711371
90.0,1.1185881029037792
91.0,1.2358070430383192
92.0,1.1974648635839384
93.0,1.1634874216253024
94.0,1.103093463008652
95.0,1.0890757995492613
96.0,1.066055907277356
97.0,1.0070956680836425
98.0,0.9242604810886228
99.0,0.8588507826838594
100.0,0.8394477249235134
101.0,0.8105819098856014
102.0,0.8313969592480159
103.0,0.8528334260427963
104.0,0.7977072462945489
105.0,0.9128294516539801
106.0,0.9279424846263841
107.0,0.9459887270180096
108.0,1.047406702070265
109.0,1.1054857054059046
110.0,1.0869188695278345
111.0,1.148837879232348
112.0,1.1859334604908887
113.0,1.2031192893231628
114.0,1.226959121267588
115.0,1.1690409996545383
116.0,1.0912833701211113
117.0,1.015045924737762
118.0,0.9806548259587575
119.0,0.9314612814797173
120.0,0.9220986633332604
