Time,NormalisedFlux
0.0,0.8758582128087106
1.0,0.8201020296537432
2.0,0.762265850185514
3.0,0.7654516904486376
4.0,0.8364138519522467
5.0,0.8458476625466821
6.0,0.8281177566947252
7.0,0.9228246025383289
8.0,0.9621355727457571
9.0,1.0170902211967547
10.0,1.0676638896305852
11.0,1.1030910274806673
12.0,1.193810594340674
13.0,1.223565379291217
14.0,1.2229303424469995
15.0,1.210997770225702
16.0,1.1460229625053917
17.0,1.0559150067519816
18.0,1.024082564729415
19.0,1.0074996393508484
20.0,0.914884312899869
21.0,0.9178063544455434
22.0,0.852562946178677
23.0,0.8223369270462525
24.0,0.701616343665642
25.0,0.7841215041910947
26.0,0.8539370270927963
27.0,0.9346385654045277
28.0,0.9750963494898452
29.0,1.020415221603249
30.0,1.0508056594717843
31.0,1.1000952151428716
32.0,1.0462608651367487
33.0,1.1516452146196203
34.0,1.1474897622776716
35.0,1.2234226528280812
36.0,1.2153619643949278
37.0,1.1339408166124532
38.0,1.1220086287080966
39.0,1.0626774305007174
40.0,1.0280327041709056
41.0,0.9753004499550435
42.0,0.9771920522209716
43.0,0.8672662706597369
44.0,0.8839639929567085
45.0,0.807315957042635
46.0,0.8266644534050254
47.0,0.7614401876264683
48.0,0.8708672223814062
49.0,0.9038894648870753
50.0,0.9758670619853079
51.0,0.9892565330729757
52.0,1.0231253575113177
53.0,1.1132685531454067
54.0,1.1037686215593696
55.0,1.1500647494643332
56.0,1.1857168174841464
57.0,1.2312614578720673
58.0,1.1852144674864233
59.0,1.1432944092822832
60.0,1.1190176953042015
61.0,0.9956426163730657
62.0,0.9831416777668194
63.0,0.9129875120361738
64.0,0.8467328108819401
65.0,0.822273135276825
66.0,0.8843641344647175
67.0,0.7355027379782691
68.0,0.819150456528533
69.0,0.843118029918234
70.0,0.8351829925613974
71.0,0.9393159003466225
72.0,1.057496748583533
73.0,1.0573870087522306
74.0,1.1045039388897877
75.0,1.173008832377253
76.0,1.1990661188419727
77.0,1.181255105684731
78.0,1.192938450140535
79.0,1.1707829541649102
80.0,1.0863979023429051
81.0,1.108119152811799
82.0,1.0621576707710243
83.0,0.9677584728155441
84.0,0.8770633418797452
85.0,0.9232180542910876
86.0,0.84688821093347
87.0,0.8407430866865356
88.0,0.7629947972085455
89.0,0.7467665193721411
90.0,0.7808809483739247
91.0,0.8569064393416652
92.0,0.9166313133255242
93.0,0.9325559806132301
94.0,1.0001867106390014
95.0,1.0660738510140517
96.0,1.1505206422493428
97.0,1.2031044828723525
98.0,1.2072475103958882
99.0,1.1848843987384783
100.0,1.1851710447504447
101.0,1.2218250713896117
102.0,1.0812845481325004
103.0,1.0710804676416688
104.0,1.0169145334868441
105.0,0.9254741055584684
106.0,0.8992494765635195
107.0,0.8708565334118549
108.0,0.8273702183996214
109.0,0.7929175446363017
110.0,0.7621949535451745
111.0,0.8136791960693966
112.0,0.8945010364768795
113.0,0.90452300424353
114.0,0.957621005149336
115.0,0.9890078628683605
116.0,1.1013304736925769
117.0,1.1191375663805534
118.0,1.1668911090944816
119.0,1.2076296104183741
120.0,1.2437925184899898
