Time,NormalisedFlux
0.0,1.1690668020226693
1.0,1.1627077539829556
2.0,1.2093119179245329
3.0,1.1928792526452363
4.0,1.0883903386522642
5.0,1.0437946695600073
6.0,0.9919365363920121
7.0,1.0312034516802067
8.0,0.8540269697486553
9.0,0.877453311115326
10.0,0.8016646093511355
11.0,0.7920661262540489
12.0,0.9211336518282845
13.0,0.7772834561382335
14.0,0.8580651150174137
15.0,0.8505652243366922
16.0,0.9608946405127354
17.0,0.9820353014141321
18.0,1.017473825952861
19.0,1.1023600072165716
20.0,1.2000556733229972
21.0,1.165987503725184
22.0,1.1361243888355868
23.0,1.1901468404356008
24.0,1.1538315803534727
25.0,1.1707629335232883
26.0,1.1296451447664835
27.0,1.0633366052701336
28.0,0.96597709665647
29.0,0.961140616875048
30.0,0.9059191763970724
31.0,0.8450145119457222
32.0,0.8458850508327269
33.0,0.7499467868703759
34.0,0.8494718045910769
35.0,0.8016563839650055
36.0,0.8576885950044939
37.0,0.926797899834022
38.0,0.9615448473176603
39.0,0.987197302497733
40.0,1.0648163148794172
41.0,1.1324738139754496
42.0,1.2482524656961402
43.0,1.2100005885583933
44.0,1.2360226443970603
45.0,1.2342195488312342
46.0,1.1631366254661537
47.0,1.1821780472449213
48.0,1.0351784790399896
49.0,0.9974080068092824
50.0,0.9892362055779813
51.0,0.9280343620592835
52.0,0.8607377818968236
53.0,0.7999706046768364
54.0,0.8455399866812165
55.0,0.8193445987528202
56.0,0.8317594192212032
57.0,0.824574464269096
58.0,0.8362360189521857
59.0,0.966349455627251
60.0,1.0294381630165308
61.0,1.0388658174655805
62.0,1.1333903047353335
63.0,1.1148362099791402
64.0,1.2358530252293787
65.0,1.2306738777460453
66.0,1.1694269317338357
67.0,1.1579013333655124
68.0,1.1639103196412564
69.0,1.0648987664108307
70.0,1.0706379247641973
71.0,1.0009462750961662
72.0,0.9242995056245731
73.0,0.8539186803887994
74.0,0.7905149209185591
75.0,0.8402165391532478
76.0,0.8371516762622707
77.0,0.8463493797530021
78.0,0.849520393148538
79.0,0.8031787697702218
80.0,0.9263859665195645
81.0,1.0163621381434946
82.0,1.0023739297007053
83.0,1.1104372762348198
84.0,1.0680039613113808
85.0,1.1810485965885085
86.0,1.209248388545865
87.0,1.2138333361197797
88.0,1.2241924474487698
89.0,1.1395522879114943
90.0,1.1821871228021927
91.0,1.093828243536265
92.0,0.9842693239690148
93.0,0.9163689275007866
94.0,0.8519930511068993
95.0,0.8392913550289559
96.0,0.8198227674856605
97.0,0.7792274193167207
98.0,0.7753784639735345
99.0,0.8014773812458507
100.0,0.8044673062543782
101.0,0.9553624091234424
102.0,0.86926199719738
103.0,1.021841851609913
104.0,1.1258969962430603
105.0,1.1918716549466808
106.0,1.174843151050166
107.0,1.2313402364422168
108.0,1.1774646885295155
109.0,1.154352961991101
110.0,1.2205415085702251
111.0,1.1218550472101034
112.0,1.0804343565384107
113.0,1.0089912363536644
114.0,1.018787312178872
115.0,0.9075891106487058
116.0,0.8432124508095422
117.0,0.8071310203352242
118.0,0.853499022672161
119.0,0.7853285523874409
120.0,0.815196715957885
