Time,NormalisedFlux
0.0,0.8134422151469688
1.0,0.8745630287795905
2.0,0.8319169568575147
3.0,0.8890799695678017
4.0,0.9486857415590537
5.0,1.0112540917880555
6.0,1.0575636229769732
7.0,1.1242657175818722
8.0,1.1049342078398157
9.0,1.118094520716088
10.0,1.2113841922854929
11.0,1.1260360923574708
12.0,1.0960960508787172
13.0,1.1735062502993698
14.0,1.1592054091616342
15.0,1.0396311372690576
16.0,1.0149608898707592
17.0,0.915119355863422
18.0,0.8939138857202159
19.0,0.7967007131689682
20.0,0.7874228348383163
21.0,0.8025065011698499
22.0,0.8242274312106858
23.0,0.788308610187064
24.0,0.8401064841070436
25.0,0.8897293153479037
26.0,0.9983555641872545
27.0,1.010777762212292
28.0,1.0145697254748611
29.0,1.1606834129095742
30.0,1.1921026536495787
31.0,1.1568083181326132
32.0,1.1797426234196327
33.0,1.1541265041236533
34.0,1.1750953837614635
35.0,1.1218777444931367
36.0,1.1022827798611645
37.0,0.9638234551105127
38.0,0.9487993602214448
39.0,0.9847573623698078
40.0,0.890525353907672
41.0,0.8168521692843349
42.0,0.770221977088522
43.0,0.7811173761241238
44.0,0.8387946324612324
45.0,0.7941554967447708
46.0,0.8526480733530339
47.0,0.9344971170185317
48.0,0.9727343473634908
49.0,1.0662384543693766
50.0,1.135251120060581
51.0,1.1364645850126673
52.0,1.1680647558268937
53.0,1.1414477468203104
54.0,1.2321863841651624
55.0,1.1942665977852744
56.0,1.1375464160507223
57.0,1.0262068236894994
58.0,1.0731022467462434
59.0,1.0036584163368891
60.0,0.9106417416148619
61.0,0.8540473660048125
62.0,0.8008400782997738
63.0,0.7698262830603979
64.0,0.7613702192293005
65.0,0.7746292884382353
66.0,0.8706699557242945
67.0,0.8637618277459139
68.0,0.9240404325467397
69.0,1.0230549334769883
70.0,1.055541947952145
71.0,1.1388390936047006
72.0,1.164005250927989
73.0,1.1552546759497189
74.0,1.1904465911600237
75.0,1.2333698986072221
76.0,1.1796212287793353
77.0,1.115534106569371
78.0,1.0913713628483441
79.0,1.0431390164558494
80.0,0.9998154934296848
81.0,1.0032203448617167
82.0,0.9028558767219231
83.0,0.8874438874073289
84.0,0.8022605770564968
85.0,0.7620193271919692
86.0,0.868208662265097
87.0,0.8524591580494312
88.0,0.923618084639769
89.0,0.9224417027430287
90.0,0.9596845974220845
91.0,1.0323056542622684
92.0,1.0599461982345317
93.0,1.1640240795097783
94.0,1.133220454745548
95.0,1.1906713163309914
96.0,1.1764789607618398
97.0,1.1836954658256122
98.0,1.1731014619622007
99.0,1.1188177795014753
100.0,0.9829919258775287
101.0,1.0278813001098936
102.0,0.922580952468013
103.0,0.897672614621252
104.0,0.859637730354103
105.0,0.83771453791288
106.0,0.8159579706340973
107.0,0.8162036377797195
108.0,0.7733970690515605
109.0,0.812150354126624
110.0,0.8874531808112058
111.0,0.9881260378503844
112.0,0.9284088955215171
113.0,0.9989167481177355
114.0,1.1505530741237135
115.0,1.1490403462959886
116.0,1.1737649289966539
117.0,1.1775750593544736
118.0,1.205986471377633
119.0,1.1973783701664305
120.0,1.162116975620205
